,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
31,10,18,26,35,44,52,61,71,80,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4,12,20,28,37,45,54,63,73,81,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,7,15,22,30,39,47,56,64,73,82,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,2,9,17,25,32,40,49,57,65,74,83,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,4,12,19,27,34,42,50,58,67,75,83,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,7,14,21,29,36,44,52,60,68,76,84,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,3,9,16,23,31,38,46,53,61,69,76,84,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,5,12,19,26,33,40,47,55,62,69,77,84,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,1,7,14,21,27,34,42,49,56,63,70,77,85,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,3,10,16,23,29,36,43,52,57,64,71,78,85,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,6,12,18,25,31,38,44,51,58,64,71,78,85,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,2,8,14,20,27,33,39,46,52,58,64,71,78,85,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,5,10,14,22,29,35,41,47,53,59,66,72,79,86,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,7,9,11,13,15,17,19,21,23,25,28,30,32,35,37,40,42,45,48,50,53,56,59,62,65,68,71,75,78,82,85,89,92,96,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,6,8,10,12,13,15,17,20,22,24,26,28,31,33,35,38,40,43,45,48,51,54,56,59,62,68,72,75,78,82,85,89,92,92,96,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,7,9,11,12,14,16,18,20,22,24,27,29,31,33,36,38,41,43,46,49,51,54,57,60,63,66,69,72,75,78,82,85,89,93,96,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,6,8,10,11,13,15,17,19,21,23,25,27,30,32,34,36,39,41,44,46,49,52,54,57,60,63,66,69,72,75,79,82,85,89,93,96,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,7,9,10,12,14,16,18,20,22,24,26,28,30,32,35,37,39,42,44,47,49,52,55,58,60,63,66,69,72,76,79,82,86,89,93,96
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,6,8,9,11,13,15,17,19,20,22,24,27,29,31,33,35,38,40,42,45,47,50,52,55,58,61,64,67,70,73,76,79,82,86,89,93
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,7,9,10,12,14,16,17,19,21,23,25,27,29,31,34,36,38,40,43,45,48,50,43,46,58,61,64,67,70,73,76,79,82,86,89
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,6,8,9,11,13,14,16,18,20,22,24,26,28,30,32,34,36,39,41,43,46,48,51,53,56,59,61,64,67,70,73,76,79,83,86
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,7,9,10,12,13,15,17,19,21,22,24,26,28,30,33,35,37,39,41,44,46,49,51,54,56,59,62,65,67,70,73,76,80,83
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,6,8,9,11,13,14,16,18,19,21,23,25,27,29,31,33,35,37,40,42,44,47,49,51,54,57,59,62,65,68,71,74,77,80
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,5,7,8,10,12,13,15,17,18,20,22,24,26,28,30,32,34,36,38,40,42,45,47,49,52,54,57,60,62,65,68,71,74,77
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,5,6,8,9,11,12,14,16,17,19,21,23,24,26,28,30,32,34,36,38,41,43,45,47,50,52,55,57,60,63,65,68,71,74
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,6,7,8,10,11,13,15,16,18,20,21,23,25,27,29,31,33,35,37,39,41,43,46,48,50,53,55,58,60,63,66,68,71
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,6,8,9,11,12,14,15,17,19,20,22,24,26,27,29,31,33,35,37,39,41,44,46,48,51,53,55,58,61,63,66,69
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,6,7,8,10,11,13,14,16,18,19,21,23,24,26,28,30,32,34,36,38,40,42,44,46,49,51,53,56,58,61,63,66
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,6,8,9,11,12,13,15,17,18,20,21,23,25,27,28,30,32,34,36,38,40,42,44,47,49,51,54,56,59,61,64
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,6,7,8,10,11,13,14,16,17,19,20,22,24,25,27,29,31,33,35,37,39,41,43,45,47,49,52,54,56,59,61
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,5,6,8,9,10,12,13,15,16,18,19,21,23,24,26,28,29,31,33,35,37,39,41,43,45,47,50,52,54,57,59
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,5,6,7,8,10,11,12,14,15,17,18,20,21,23,25,26,28,30,32,34,36,37,39,41,44,46,48,50,52,55,57
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,8,9,10,12,13,14,16,17,19,20,22,24,25,27,29,30,32,34,36,38,40,42,44,46,48,50,53,55
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,6,7,8,10,11,12,14,15,17,18,19,21,23,24,26,27,29,31,33,35,36,38,40,42,44,46,49,51,55
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,7,8,9,10,12,13,14,16,17,19,20,22,23,25,26,28,30,31,33,35,37,39,41,43,45,47,49,51
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,5,6,7,8,10,11,12,13,15,16,18,19,21,22,24,25,27,28,30,32,34,35,37,39,41,43,45,47,49
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,7,8,9,10,11,13,14,15,17,18,20,21,23,24,26,27,29,31,32,34,36,38,40,41,43,45,47
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,10,11,12,13,15,16,17,19,20,22,23,25,26,28,29,31,33,34,36,38,40,42,44,46
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,6,7,8,9,10,11,13,14,15,16,18,19,21,22,24,25,27,28,30,31,33,35,37,38,39,42,44
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,18,20,21,23,24,26,27,29,30,32,34,35,37,39,41,43
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,19,20,22,23,24,26,27,29,31,32,34,36,37,39,41
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,11,12,13,14,15,17,18,19,21,22,23,25,26,28,29,31,33,34,36,38,40
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,20,21,23,24,25,27,28,30,31,33,35,36,38
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,18,19,20,22,23,24,26,27,29,30,32,33,35,37
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,21,22,23,25,26,28,29,31,32,34,35
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,4,5,6,7,8,9,10,12,13,14,15,16,17,19,20,21,22,24,25,27,28,30,30,33,34
